geolocation_city,avg,avg
conceicao da feira,-12.486653519372721,-38.99291232888439
orocó,-8.61562896542193,-39.60240152933639
timoteo,-19.553802668701096,-42.638620855578644
antonio martins,-6.213919064448228,-37.89910224097036
piquerobi,-21.876429667589164,-51.72439698579343
quintao,-30.254420459522326,-50.358866163236584
amarantina,-20.31150115053566,-43.698165529008
guaraciaba,-24.554064463233544,-49.954790841134596
são lourenço da serra,-23.853054606708437,-46.94621476422237
santa cruz do xingu,-10.648800849804244,-52.73732728827222
santa rosa do sul,-29.136415039886835,-49.71729861550306
guaipora,-24.24797456616393,-51.676012661460206
são domingos do norte,-19.145774186962857,-40.622819319010034
igarape do meio,-3.630164490616462,-45.16698590835343
nova brasilandia,-14.924948691098662,-54.973017071066636
pancas,-19.19489363457948,-40.84413388175808
ocara,-4.487947696050416,-38.59237493596233
itapuí,-22.234472865229083,-48.721019540469406
ariranha do ivai,-24.383058743843282,-51.58204772189658
álvaro de carvalho,-22.078904338228952,-49.72142289697189
utinga,-12.080262780117184,-41.09561826538264
general maynard,-10.685271419019744,-36.98595499961593
jaboatão dos gurarapes,-8.18910914452741,-34.91869326880734
ubiretama,-28.04483152138551,-54.68043634240696
jundiaí do sul,-23.43846468350559,-50.24704276296719
ibema,-25.11697346722494,-53.01516267584668
lagoa de velhos,-6.000320081801697,-35.869540046256034
sao luiz gonzaga,-28.40549204976442,-54.95770626826585
alvaraes,-3.2110188563874758,-64.80427013726734
braganca paulista,-22.94842035356779,-46.54131547902719
nisia floresta,-6.0433145290817425,-35.13373445729935
são cristóvão do sul,-27.267017245984377,-50.421406091468526
chapada do norte,-17.095485036819124,-42.53427732623979
pacaja,-3.812517246498448,-50.61629674069107
tangua,-22.73511454758881,-42.728197327081325
são josé da vitória,-15.08343892958479,-39.338969790648434
poxoréu,-15.829319592026833,-54.39572452013644
rio brilhante,-21.79842220216582,-54.54346342674206
patu,-6.103729274856072,-37.63941588510907
lagoa de dentro,-6.673452346429443,-35.37509664176815
entre rios do oeste,-24.702966464945906,-54.237447997437705
ouro preto,-20.38924295712823,-43.51043352569153
sao bento do tocantins,-6.0045506740987,-47.913114526779914
itaruma,-18.763395393309942,-51.346535641536796
riacho de santo antonio,-7.696598290303212,-36.147249471640464
jussari,-14.844735491961492,-39.700733400867016
equador,-6.944925845237235,-36.71637309690146
santa helena de goiás,-17.81484789756923,-50.59873427432347
matupá,-10.172610379330653,-54.93154486493039
santa bárbara doeste,-22.74479333184051,-47.3751559475079
monte horebe,-7.212606884362872,-38.5857736637944
canhotinho,-8.878666516371503,-36.197745294632774
ichu,-11.747866378230363,-39.19235647583693
madalena,-4.842097370780367,-39.56462337909636
bom jesus dos perdões,-23.13805360200939,-46.471401280572
itaquiraí,-23.45944042984063,-54.17174113738459
nossa senhora da aparecida,-21.5419632731364,-43.89358786383024
carmopolis de minas,-20.539386548093038,-44.63621714014996
vale do anari,-9.857774450657173,-62.174361160538226
amélia rodrigues,-12.409339492924591,-38.74574885622104
jacare dos homens,-9.634283270742923,-37.20614777704841
pedrao,-12.146156745779068,-38.64382697435264
olinda nova do maranhao,-2.9973680174876978,-44.99997986398261
limoeiro,-7.877711226236677,-35.448095011451876
nova candelária,-27.606631544241093,-54.10831484016591
tupi paulista,-21.385866861981846,-51.57363397353588
são josé do barreiro,-22.1856714774613,-44.95946775993099
faria lemos,-20.80551871373003,-42.01250389285074
santa cecília do pavão,-23.518734575422474,-50.7822716908253
borebi,-22.571542526863237,-48.97174504580476
simolândia,-14.46587923882701,-46.482958827926204
juina,-11.422605152372768,-58.77604388070734
cruz,-2.9109124203318086,-40.19558096881609
diamantino,-14.377561777246386,-56.45587850637498
colonia leopoldina,-8.918538467996154,-35.72934489568078
itabatan (mucuri),-18.009503902216704,-39.861344096830365
gurupi,-11.728927631186146,-49.06843113106201
dourado,-22.111603906846536,-48.31442898468165
pescador,-18.35655666791846,-41.596497487340095
cambuci,-21.572028339290604,-41.91021019316308
tres pontas,-21.370649446158613,-45.51312281863244
novais,-20.995435280436013,-48.919331724846614
bom jesus do galho,-19.723406801685012,-42.523411634632275
curralinho,-1.8138135292289843,-49.79649724588802
guaiba,-30.121243262251188,-51.33555957080148
barra de  santo antônio,-9.398660608000114,-35.49790109466666
caçapava do sul,-30.511479136887154,-53.49206355446206
nova iorque,-6.738953375639314,-44.04398578913789
cuitegi,-6.896315160017874,-35.52457486056403
santana do matos,-5.942550130055937,-36.639735451296865
lagarto,-10.916178696284794,-37.671618955434624
mansidao,-10.719694074212734,-44.035797992029664
piracema,-20.509860407658852,-44.47612953751707
santana do garambeu,-21.60874733362114,-44.08956909136488
altonia,-23.872348860666264,-53.89350097315853
colíder,-10.79212456951404,-55.45870997098815
prudentopolis,-25.216533205323177,-50.987942709666136
sao luis do quitunde,-9.314831889802496,-35.56619969742106
ribeirao do sul,-22.781302666574664,-49.78116868344534
simonesia,-20.106954197777867,-41.99888722947708
itacarambi,-15.096620601254603,-44.102595662862775
ibititá,-11.54527825209116,-41.977669224994614
luislândia,-16.120767814127507,-44.58157534393394
regeneração,-6.230474695301187,-42.6860522502548
são josé do rio preto,-20.81120531245668,-49.371566028752994
comercinho,-16.297166787618572,-41.79417306527857
jaboatao dos guararapes,-8.155733539576076,-34.949903595445704
brasiléia,-10.999622670698837,-68.75236108183967
bom jesus da penha,-21.018142161416034,-46.51865562166225
janiopolis,-24.136723267878395,-52.78385422004081
buritizal,-20.19351660532341,-47.7099940383006
monte verde,-22.860117753561273,-46.032594523581125
água doce do maranhão,-2.84174277476936,-42.11726799859007
alto parnaíba,-9.11113812965101,-45.93251912207106
tres de maio,-27.776352525696826,-54.23580473443575
ferraz de vasconcelos,-23.541296183066738,-46.3736576117149
sao joao da lagoa,-16.85248749876883,-44.34732065080926
pedras de fogo,-7.401989293844119,-35.11521553577262
torres,-29.341142468184554,-49.74491959115233
dormentes,-8.44617819121274,-40.76792402168036
corumbá de goiás,-15.925480659516182,-48.80703136389455
ivaí,-25.00893889084526,-50.85345685249026
santa terezinha do tocantins,-6.4350213269055985,-47.67286394292599
rio pomba,-21.271416669793645,-43.178671162090794
cananeia,-25.009361077618678,-47.93181797896552
américo de campos,-20.297990800863584,-49.733959948663376
itatiaiuçu,-20.19926416183914,-44.429827502836304
calcoene,2.496281545182123,-50.9521241058562
novo oriente,-5.536525052704698,-40.774149158944034
colônia z-3,-31.698243901149368,-52.156108894689055
braganey,-24.818696918016997,-53.11916931962612
santa amelia,-23.267572773053846,-50.428478037935854
caputira,-20.172671360072144,-42.271083557003195
vitorinos - alto rio doce,-20.98638999999997,-43.53777999999994
palestina de goiás,-16.74627382508306,-51.5303661587261
itapirapua,-15.818056512535568,-50.61956614829887
araguaia,-20.41550908384522,-40.64411836054274
quixadá,-4.967928159458713,-39.018011842574026
patrocínio,-18.945145300901636,-46.98871869125843
alvinlandia,-22.44197473231086,-49.76450313583045
jaicós,-7.354919488713303,-41.13818289291849
rio grande do piaui,-7.7753693107516035,-43.13833155868696
monte santo do tocantins,-9.980865746375567,-49.02969899782954
nilópolis,-22.808710917071338,-43.41640830771635
afranio,-8.532137464656774,-41.025149765576884
teotonio vilela,-9.912063390411916,-36.35655025165757
pedro avelino,-5.521282599508257,-36.38155414139224
icaraíma,-23.390802828144167,-53.61827271983257
cunha,-23.07086402487931,-44.9555940657993
renascenca,-26.157824601116005,-52.96998900378204
grao para,-28.18418701855594,-49.21604978233444
tobias barreto,-11.184611010697319,-38.001256902902725
santa rita do novo destino,-14.913344999999946,-49.05967849999996
nortelândia,-14.449349132852772,-56.80291442537211
santa carmem,-11.973465057482361,-55.28041650428728
dário meira,-14.434701531524528,-39.90321208385633
taboao da serra,-23.6207381115952,-46.78015554029438
nossa senhora da guia,-14.633329999999944,-57.06666999999993
gama,-16.02819174561108,-48.06722736366081
bataguassu,-21.715647257393297,-52.42268536682221
miranda do norte,-3.5635244838014137,-44.58210331397584
arroio do meio,-29.394875869959993,-51.94517116513302
capao do cipo,-28.94596016522094,-54.5642863936506
santa rita durao,-20.200629840898184,-43.47904503347641
campo belo,-20.893764714167883,-45.27561311477833
sao miguel de taipu,-7.249643061702061,-35.21062230484069
alto do rodrigues,-5.294882466955311,-36.75812276543538
general sampaio,-4.050357372943323,-39.44879299814041
cha de alegria,-7.998261914144079,-35.21160652888707
rio azul,-25.72663590916727,-50.790049721522706
ingai,-21.402428544996024,-44.92116898856091
cambiasca,-21.714719999999943,-41.92499999999996
hulha negra,-31.401705514245453,-53.876362374725424
macambara,-29.14800166286793,-56.06668071599258
humaita,-13.59123404181049,-60.27648740026452
aspásia,-20.161347235463325,-50.72532473305938
nazarezinho,-6.915005995385516,-38.32503219057904
mato leitão,-29.523040690590918,-52.131235621734405
anta gorda,-28.9720990314305,-52.007504263449164
cruzeiro da fortaleza,-19.166499449712006,-46.57211837240855
cajobi,-20.877875377557157,-48.81096248940023
santa mariana,-23.147377768567665,-50.51898205113303
bocaiuva,-17.11610103098384,-43.81208541593016
jurema,-8.793034591954095,-37.1405807510824
desembargador otoni,-17.69660993683053,-43.33178079572376
maua da serra,-23.90008980578516,-51.22750059850153
santa eudóxia,-22.43621639690722,-46.82823838566812
alfredo chaves,-20.627031870241968,-40.74931056937235
luis eduardo magalhaes,-12.092783860172318,-45.80725099687112
acarau,-2.8903818750514922,-40.11308482247311
meridiano,-20.358241234875713,-50.17546015055213
panorama,-21.36187313887081,-51.85690282245927
cedral,-19.958871170793888,-49.031939600998136
pedra,-8.51517030806794,-36.93883612607134
lagoa da confusao,-10.79674624338287,-49.62819084818321
montalvania,-14.418479738634842,-44.38152370664066
tunas do paraná,-24.976124901761168,-49.08549609823882
serranos,-21.88981295579834,-44.512241849566514
verdelandia,-15.592261374719856,-43.60898013101479
caraubas do piaui,-3.476601906534348,-41.84226911523521
brejo alegre,-21.16764670962964,-50.18544718550434
padre gonzales,-27.4340091145216,-53.96116798493659
domingos mourão,-4.254386760128626,-41.2743812588932
tracunhaém,-7.800824249999995,-35.241389142459724
rio dos cedros,-26.74255140513258,-49.274172881291676
carmo do cajuru,-20.2690173748538,-44.822366699776936
araputanga,-15.46944533964881,-58.347731705541726
curitibanos,-27.290948728745214,-50.57736113644124
tenorio,-6.941104961861822,-36.627902598625944
cabeceiras,-15.80524926175744,-46.93058467081313
fatima do sul,-22.37793788939948,-54.50854334884309
varzedo,-12.97589256977562,-39.39527332058859
sao jose do hortencio,-29.5417876520814,-51.25374878488621
arcoverde,-8.418945170759914,-37.05936248444646
são gonçalo dos campos,-12.429029897265853,-38.94849823064862
juara,-11.238039550036408,-57.516881461661
vale do sol,-29.607198255806324,-52.680861892661454
banzae,-10.585968502698583,-38.62099450700789
sao bento do una,-8.522884497501522,-36.44612836091932
parnaíba,-2.914865167216022,-41.76229978407768
doutor ricardo,-29.09118466602239,-51.98663664656051
joaima,-16.67214331559095,-41.0257736868083
faxinal dos guedes,-26.850256635317304,-52.259177603289075
pauliceia,-21.311072096807887,-51.834520136969125
sao joao de iracema,-20.51414675606047,-50.35289608739076
laguna,-28.47572857600971,-48.784659261030505
mogidascruzes,-23.529723669601918,-46.20450115266708
caninde de sao francisco,-9.675251100452389,-37.801743660019056
paulistânia,-22.57938611902592,-49.40385437140592
laurentino,-27.221224290121654,-49.731481761265776
redencao do gurgueia,-9.486574647743202,-44.5851404257246
roca sales,-29.286559136418425,-51.87245532291165
rorainópolis,0.9413280343002576,-60.441298578896856
japaratinga,-9.098483572952494,-35.266181719753455
cristalina,-16.832184427518126,-47.688413505413564
pintadas,-11.812466362034584,-39.907061270814964
campos sales,-7.07508607869851,-40.37356961584001
ilha dos valadares,42.18400274298598,-8.723762147513938
itápolis,-21.594264636060206,-48.81318143903477
córrego danta,-19.824413580412084,-45.91061436090944
alexania,-16.082989120550728,-48.508567359279525
mercês,-21.192306385663485,-43.340165037949646
indiaporã,-19.97879319747706,-50.28474758548768
itinga do maranhão,-4.452389427491825,-47.52952876351082
jacigua,-20.706822352054118,-41.01712786426434
tupaciguara,-18.597147554238756,-48.69718085755293
sao caitano,-8.328236976875909,-36.13728344321129
pingo-d agua,-19.72582801359137,-42.4133579181017
parapeuna,-22.091345756055503,-43.82823709641274
arrozal,-22.594589669312334,-44.0307961050585
cajueiro da praia,-2.926654869129684,-41.34756170330251
crixás,-14.540506578046811,-49.96619653774894
santa rosa de viterbo,-21.483488699983003,-47.36865063485141
cristal do norte,-18.089158212695203,-40.10959902713075
campo mourao,-24.037944861514244,-52.377456702165496
candelária,-29.675343846753183,-52.78987833724408
nova módica,-18.439846470941507,-41.4984712502593
pastos bons,-6.59968969648066,-44.08440457193341
areia branca dos assis,-7.4219600842578775,-39.350876514145014
morro reuter,-29.539460510721486,-51.08264807709507
rondonopolis,-16.46266119246367,-54.62797780134882
santa filomena do maranhao,-5.499676239882648,-44.56097147530943
alto rio novo,-19.058222354991084,-41.01879814974316
pianco,-7.198614781355502,-37.92495563993431
alagoinha do piauí,-7.009697630013004,-40.93801501497133
figueiropolis d oeste,-15.447471581019368,-58.740564721485285
arco verde,-29.35027093898587,-51.54791183893818
nazare do piaui,-6.968437219431827,-42.67370907229079
teofilândia,-11.490351852342341,-38.99996742482239
ibiaca,-28.057343283737833,-51.855986251626135
mato rico,-24.70211122105385,-52.15916867172679
itaberá,-23.87985920752811,-49.14237667138213
pipa,-5.9587144990636345,-35.185062314828606
presidente prudente,-22.12149166684964,-51.40467191881974
sao raimundo do doca bezerra,-5.104889374992142,-45.08077077866766
barra do rio azul,-27.410053168682186,-52.41363609091986
salinopolis,-0.6295209866533162,-47.344345455935006
santana do jacaré,-20.901250649399003,-45.126509349720784
barra de são joão,-22.571978646789894,-41.98975780323623
maiquinique,-15.625523592105909,-40.26376458018531
itu,-23.28602242964843,-47.30328085446801
romelândia,-26.678221976531376,-53.31887271845228
guatambu,-27.124566667841634,-52.761264208896186
tubarao,-28.480682381200605,-49.010620968696365
riacho das almas,-8.119032745627356,-35.85540518630471
ananás,-6.365802118433749,-48.075497185073445
muliterno,-28.329594975628552,-51.76936175492407
kaloré,-23.847971876531883,-51.693939717151245
ibirapuita,-28.621555855785942,-52.515151125672695
ipatinga,-19.469778652462946,-42.55329183239245
itacurussa,-22.857165412413213,-43.81128875289406
vale do paraiso,-10.430236206247534,-62.13185635258785
barra do piraí,-22.47293689144501,-43.82562843448255
canaã,-20.68732672386543,-42.621211261905664
